student_id,name,gender,age,class,teacher_id,subject,test1_score,test2_score,final_exam_score
405,David Morris,Female,14,9th,101,Computer,93.9,83.9,79.1
406,Julie Campbell,Male,17,12th,116,History,69.1,81.4,82.6
407,Hailey Valdez,Female,16,10th,115,Math,60.3,62.2,60.2
408,Janice Powell,Male,17,12th,105,Computer,84.7,69.9,72.9
409,Kevin Rivera,Male,16,10th,110,English,58.8,65.1,70
410,Ethan Coleman,Male,16,11th,117,Computer,68.7,71.9,84.9
411,Andrew Reed,Male,18,12th,107,Computer,55,57.9,81.5
412,Barbara Lamb,Male,14,9th,104,Computer,49.5,50.1,43.1
413,Debra Deleon,Female,17,12th,107,Computer,88.8,73.6,74.4
414,Ruth Keller,Female,18,12th,120,Computer,78.6,68,89.7
415,Barbara James,Male,16,11th,112,History,83.7,99.6,84.6
416,Diane Ballard,Female,16,11th,105,English,67,58.4,62.2
417,Cynthia Tyler,Male,15,10th,105,Art,69.7,73.4,59.1
418,Anna White,Male,15,10th,118,English,83,87.8,73.6
419,Sandra Gutierrez,Male,14,9th,116,History,77.1,78,69.1
420,Tyler Boyd,Female,16,10th,117,Computer,90.3,93.2,80.9
421,Amber Wallace,Male,18,12th,120,Science,61,59.9,44.5
422,Kelly Day,Male,16,11th,112,History,38.9,41.8,52.7
423,Parker Banks,Female,14,9th,104,English,55.2,63,71
424,Brian Rodriguez,Female,17,12th,105,Computer,76.6,74.9,72
425,Angela Sullivan,Male,16,11th,109,English,66.7,58.5,60.9
426,George Cooper,Female,15,9th,117,Computer,87.9,82.5,97.4
427,Ronald Russell,Female,17,12th,119,Math,65.8,49.9,64
428,Lauren Gonzales,Male,17,12th,103,English,53.8,46.4,55.7
429,Linda Anderson,Female,16,11th,112,Math,72.3,78.7,80
430,Stephanie Harris,Male,16,10th,108,Science,63.3,57.7,62.2
431,Jack Freeman,Male,15,9th,101,Math,65.7,62.6,65.2
432,Lauren Reed,Male,17,12th,120,Computer,71.6,71.2,66.9
433,Stephen Parks,Male,15,9th,107,English,59.5,71.2,60.4
434,Scott Garcia,Male,15,10th,112,History,40.4,50.9,47.2
435,Dorothy Wood,Male,16,10th,109,History,46.4,58.8,66.2
436,Donald Ferguson,Male,17,12th,110,Science,49.9,59.1,63.5
437,Joyce Smith,Female,16,10th,101,English,72.6,49.2,58.6
438,Barbara Davis,Male,18,12th,120,English,64.8,75.1,72
439,Gerald Ramirez,Female,15,9th,115,English,62.3,56.1,62.8
440,Amy Mendoza,Male,17,12th,118,Math,69,78.2,66.8
441,Jeffrey Sharp,Male,17,11th,104,Science,42.1,35.4,46.9
442,Cheryl Torres,Male,17,11th,120,History,45.8,31.7,37.6
443,Heather Kennedy,Female,15,10th,119,Math,68.4,63.7,56.6
444,Alexander Simon,Male,15,10th,113,Math,76.2,62.7,87.5
445,Nicholas Banks,Male,16,10th,116,Science,49.8,51.8,50.2
446,Amy Graham,Female,15,10th,110,Math,65.4,59.6,61.6
447,Michael Arnold,Female,18,12th,106,Computer,30,48.6,46
448,Cooper Thomas,Male,17,11th,104,Computer,54.1,60.9,57.7
449,Sharon Miller,Female,16,11th,106,History,66.1,56.3,79.7
450,Victoria Moreno,Male,18,12th,102,Science,49.8,65.3,65.1
451,Janet Wallace,Male,14,9th,113,Computer,62.9,68.6,56.9
452,Emma Ruiz,Female,14,9th,104,Math,61.9,61.2,85.5
453,Karen Grant,Male,17,11th,113,Science,68.1,61.8,66.2
454,Emma Wallace,Female,15,10th,109,Math,79.7,81.6,67.2
455,Tyler Gonzalez,Female,17,11th,120,Computer,60.3,64.1,83.5
456,Carson Patterson,Male,17,12th,116,Computer,42.6,42.4,50.1
457,Doris Wright,Male,16,11th,117,History,73.9,90.4,85.4
458,Victoria Roy,Male,18,12th,115,Computer,59.1,56.4,62.3
459,Bryan Morrison,Female,15,9th,115,Science,79.6,83.5,69.8
460,Jack Chavez,Female,16,11th,102,English,76.7,95.9,71.6
461,Linda Pratt,Male,17,11th,112,English,71.3,87.1,70.4
462,Steven Sharp,Male,14,9th,103,Math,82.8,63.4,81
463,Justin Foster,Female,14,9th,117,Computer,53.4,54.8,53.2
464,Ronald Cummings,Female,15,9th,114,English,84.4,99.9,100
465,Hailey Jimenez,Female,16,11th,120,Math,89.4,99.3,91.2
466,Pamela Vargas,Male,17,12th,112,Science,64.3,81.6,84.9
467,David Keller,Female,15,10th,115,Math,62.1,61,48
468,Donald Colon,Male,15,9th,112,Math,52.1,58.8,71.7
469,Lily Pena,Male,15,9th,106,English,64.9,92.4,73.5
470,Evelyn Love,Female,18,12th,119,Math,53.3,61.1,72.4
471,Jerry Romero,Male,14,9th,113,Math,42.4,44.8,49.9
472,Rachel Mendoza,Female,18,12th,111,Computer,48.8,39.4,59
473,Jeremy Richardson,Male,15,10th,106,Science,52,54.8,60.1
474,Cole Berry,Male,16,11th,118,History,69.3,51.7,55.9
475,Doris Walters,Female,16,10th,117,History,70.8,76.6,65.8
476,Steven Hines,Male,14,9th,102,English,78.1,75.8,81.8
477,Joyce Watkins,Female,16,10th,113,English,70.4,86,78.3
478,Mason Ortiz,Male,18,12th,101,Science,73.4,74.1,82.4
479,Jason Nguyen,Female,16,11th,101,Math,74.6,62.3,64.7
480,Larry Aguilar,Male,15,10th,107,Computer,45.5,48.7,52.3
481,Richard Henry,Male,16,11th,105,History,44.4,44.1,40
482,Jeremy Edwards,Female,16,10th,105,Science,59.2,65,68.2
483,James Gonzales,Female,16,11th,111,Art,85.1,77.3,82
484,Jesse King,Female,17,11th,103,Math,59.5,61.5,69.2
485,Grace Ross,Male,15,9th,104,History,64.4,56,65.5
486,Jeffrey Allen,Male,16,10th,105,Math,83.1,72.9,94.8
487,Ruth Grant,Male,14,9th,117,History,53.9,61.8,49.2
488,Ethan Poole,Male,17,11th,118,Math,60.3,66.2,66.1
489,Karen Fox,Female,17,12th,101,Math,41.5,42.4,39.3
490,Mila Morris,Male,16,10th,110,Science,73.9,81,77.8
491,Jack Martin,Female,17,11th,111,Math,82.3,93.6,90.3
492,Aubrey Gibson,Female,14,9th,113,Computer,84.9,73.8,93.7
493,Rachel Perry,Female,14,9th,106,Computer,49.1,57.6,66.8
494,Emily Alexander,Male,15,10th,107,Computer,39.9,36.1,39.9
495,Christine Tran,Male,16,11th,103,Computer,68.9,74.4,80.2
496,Arthur Romero,Female,17,11th,120,Computer,35.9,41.3,63
497,Frank Robinson,Female,15,9th,104,Science,92.3,85.7,87.8
498,Peter James,Female,14,9th,114,Computer,74.3,67.8,68.3
499,Raymond Fleming,Male,17,12th,110,Science,57,61.4,72.2
500,Zachary Shaw,Female,16,10th,107,Math,81.8,68.9,84.5
501,Gregory Cruz,Male,15,10th,101,Computer,56.3,59.7,52.7
502,Janice Pearson,Male,15,9th,113,Science,67,60.1,66.1
503,Andrew Morris,Female,17,12th,104,Science,64.6,60.9,64.2
504,Jason Mcdaniel,Male,17,11th,117,History,55.5,48.1,59.1
505,Christina Ferguson,Female,16,10th,113,Science,47.8,47.6,48.5
506,Mila Coleman,Male,15,10th,117,Science,80.7,58.6,81.4
507,Nathan Davis,Male,14,9th,108,English,85.1,80.2,86.1
508,Deborah Murray,Male,15,9th,107,English,76.7,76.4,85.7
509,Paisley Ruiz,Female,18,12th,118,Science,43.6,43.7,47.7
510,Logan Torres,Male,16,11th,102,Computer,60.3,59.9,62.3
511,Christine Ray,Female,14,9th,117,Art,52.8,61.9,75.4
512,Kelly Fowler,Female,15,9th,101,Science,73.9,74.2,61.6
513,Jordan Robinson,Female,16,10th,102,English,62,71.3,61
514,James Clark,Male,16,11th,101,Art,78.7,68.2,79.3
515,Alexander Stevens,Male,16,11th,119,Computer,79.2,81.8,67.2
516,Samantha Ray,Female,16,11th,116,History,74,67.2,88.8
517,Cynthia Colon,Male,17,12th,120,Science,47.8,53.3,54.6
518,Ethan Simmons,Female,18,12th,107,English,63.4,53.5,81.7
519,Hailey Reyes,Male,18,12th,114,Math,58.5,72.6,59.3
520,Cole Pratt,Male,17,11th,119,Math,98.7,100,93.1
521,Chase Hayes,Female,16,10th,105,Math,68.4,70.1,69.9
522,Carolyn Nichols,Male,15,10th,102,Computer,64.4,63,68.9
523,Noah Simmons,Female,17,12th,114,Science,77,83.1,87.8
524,Judith Cummings,Male,14,9th,120,Science,89.3,89.6,100
525,Judith Rios,Male,17,11th,106,Computer,95.5,100,99.1
526,Jacob Poole,Male,18,12th,108,English,33.2,45.9,45.6
527,Doris Freeman,Male,15,10th,107,Science,64.4,61.5,71.3
528,Gerald Beck,Male,18,12th,115,Math,56.8,66.8,71.1
529,Timothy Watson,Female,17,12th,115,Math,65.6,69.5,56.2
530,Addison Berry,Female,15,9th,108,Math,47.4,51.5,46.2
531,Matthew Nguyen,Male,16,10th,120,History,59.8,59.8,66.9
532,Benjamin Pratt,Female,18,12th,111,Computer,83.1,79.9,94.9
533,Lawrence Daniel,Female,15,9th,115,History,56.6,60.1,79.9
534,Mila Torres,Male,14,9th,115,English,56.5,62.2,48.6
535,Connor Watson,Female,17,11th,101,History,45,45.3,60.4
536,Parker Russell,Male,14,9th,114,English,71.8,88.2,88.1
537,Catherine Patterson,Male,16,11th,115,Math,62.8,65.7,44.7
538,Anthony Harrison,Female,16,11th,118,Science,68.3,74.6,90.3
539,Eric Page,Female,16,11th,106,Science,61.9,62.5,65.8
540,Frank Russell,Female,14,9th,106,Science,61.5,52.2,58.8
541,Nicholas Williams,Male,18,12th,112,Computer,69.8,82.7,75.4
542,Jeffrey Arnold,Female,17,12th,110,English,83.8,74.4,80.1
543,Carol Pena,Female,15,10th,111,Math,66.2,60.3,67.8
544,Michael Simon,Female,18,12th,108,English,60.6,53.8,72.4
545,Susan Hill,Male,15,10th,112,English,70.5,71.5,74.3
546,Helen Carpenter,Female,16,10th,106,English,89,87.3,81.2
547,Jacqueline Ruiz,Female,17,12th,107,Science,63.5,76.8,78.1
548,Owen Green,Male,14,9th,115,English,51.5,47.9,42.5
549,Christopher Willis,Female,14,9th,108,Math,79.5,77.1,76.4
550,Andrea Carpenter,Female,16,10th,103,English,56.5,69.5,77.8
551,Kyle Lee,Female,14,9th,116,Math,65,56.1,62.3
552,Lucy Perry,Male,15,9th,105,History,56.5,65.5,63.8
553,Mason Davis,Male,16,11th,109,Math,54.5,64.7,52.7
554,Sharon Castillo,Female,14,9th,112,Art,63.7,73.3,64.4
555,Joyce Patel,Male,16,10th,105,Computer,63.4,69.3,67.7
556,Sean Sharp,Female,17,11th,114,English,62.6,66.6,64.4
557,Victoria Barber,Male,14,9th,117,Math,39.6,44.6,36.6
558,Helen Graham,Female,17,12th,106,Computer,55,48.8,61.7
559,Kevin Lopez,Male,16,10th,118,English,57.7,54.5,39.6
560,Chase Fox,Male,16,11th,120,Math,17.1,24.4,39.5
561,Mary Aguilar,Female,18,12th,117,Math,42.8,37.6,50
562,Donald Bennett,Male,14,9th,102,English,86,87.5,100
563,Joan Allen,Female,16,10th,112,English,60.6,59.1,54.4
564,Gary Brooks,Female,14,9th,102,Computer,26.3,33.5,43.6
565,Ronald Clark,Female,15,10th,112,Computer,55.9,56.3,51.3
566,Abigail Stevens,Female,16,11th,119,Art,41.5,27.7,61.9
567,Noah James,Male,17,11th,110,English,77.5,87.6,90
568,Joseph Bailey,Male,14,9th,116,Art,85.7,76.6,91
569,Billy Beck,Female,16,10th,120,Science,57.3,57.3,46.9
570,Anna Johnson,Male,17,11th,103,Math,39.5,51.9,62.8
571,Paul Aguilar,Male,16,11th,118,English,75.5,89,92.8
572,Roger Anderson,Male,16,11th,107,Science,68.6,78.5,81.1
573,Donna Douglas,Male,15,9th,117,Art,34.9,39.9,31.4
574,Noah Price,Female,17,12th,120,English,60,58.6,45
575,Kathryn Ward,Male,15,10th,112,Math,46.7,58.4,46.3
576,Amber Reyes,Female,15,10th,107,Math,86.7,74.1,83
577,Lily Ortega,Female,16,11th,107,Math,80.9,88.5,75.5
578,Patrick Patel,Female,17,12th,117,Math,54.5,62.2,64.7
579,Keith Harris,Female,17,11th,120,Science,76,80.6,70.8
580,Owen Ellis,Female,16,11th,106,Science,56.1,61,57.9
581,Madison Holt,Female,14,9th,109,English,50.1,53.8,60.8
582,Joan Ford,Female,15,10th,120,History,84.8,82.3,86.4
583,Jordan Sanchez,Female,15,9th,102,English,67.6,80.8,78
584,Megan Wilson,Female,16,11th,106,English,91.6,93.3,95.4
585,Dorothy Watson,Female,18,12th,111,Computer,50.8,46.8,54.7
586,Jacqueline Collins,Female,16,11th,103,Science,64.7,69.9,66.5
587,Christian Parker,Male,15,9th,115,Science,50.2,55.9,52
588,Brenda Greer,Male,16,11th,115,History,33.1,55.3,54.6
589,Stephen Russell,Female,16,10th,103,Math,91,82.2,100
590,Stella Romero,Male,14,9th,111,Computer,64.5,62,76.3
591,Emma Brown,Male,17,12th,103,Computer,100,99.5,100
592,Jesse Moreno,Male,16,11th,118,Science,63,49,59.7
593,Terry Jackson,Male,17,11th,113,Science,66.5,79.5,70.4
594,Ian Stevens,Male,17,12th,119,Math,83.6,79.3,75.2
595,Jonathan Flores,Female,15,10th,107,Science,63,71.3,75.3
596,Brandon Cruz,Male,16,11th,120,English,73.4,79,78.2
597,Judith Cox,Female,16,10th,119,English,83.1,74.7,77.3
598,Daniel Moore,Female,15,9th,114,Science,80.9,85.1,94.3
599,Samantha Myers,Male,17,11th,108,Art,85.2,85.1,74.7
600,Eric Wheeler,Male,16,11th,117,Science,67.8,80.7,86.4
601,Nicole Ross,Female,15,10th,115,Science,82.9,70,74.7
602,Catherine Porter,Female,14,9th,101,Computer,76.9,77.9,82.4
603,Carolyn Thompson,Female,14,9th,103,History,19.4,27.9,33.2
604,Grace Casey,Female,16,11th,109,Math,28.1,43.7,44.2
605,Daniel Simon,Male,17,12th,114,Math,74.9,86.6,80.7
606,Michelle Foster,Female,17,12th,115,Computer,49.8,49.7,53.3
607,Kevin Delgado,Male,16,10th,119,Science,60.5,80.9,77.7
608,Shirley Poole,Male,18,12th,109,Math,63.1,75.6,49.3
609,Joyce Allen,Male,17,12th,115,Science,57.2,60.3,76.8
610,Amanda West,Male,15,10th,111,History,60.5,60,65.5
611,Jacob Hubbard,Female,16,10th,118,History,75,79.2,82.4
612,Charles Cooper,Male,16,10th,116,Math,37.5,34.7,31.7
613,Kyle Carter,Male,14,9th,111,History,52.8,56.4,57.1
614,Peter Allen,Female,14,9th,111,Science,50.6,42.2,52.2
615,Jack Cook,Male,15,9th,108,History,76.4,94.3,100
616,Joe Harrison,Male,14,9th,111,History,51.5,52.6,50.2
617,Noah Watkins,Male,17,11th,120,Math,70,75.5,85.7
618,Kyle Henderson,Female,14,9th,107,Math,70.1,67.2,72
619,Sarah Arnold,Female,17,11th,103,History,58.4,79.1,69.5
620,Ryan Fox,Male,16,11th,106,Math,56,54.1,68.7
621,Christina Stephens,Female,16,10th,118,Math,48.6,60.8,70.8
622,Henry Delgado,Female,14,9th,108,Computer,65.2,68.5,72.7
623,Caleb Foster,Female,17,11th,120,Art,68.3,67.9,72.1
624,Jennifer Ellis,Female,17,12th,114,Math,52.1,58.6,65.6
625,Mason Rodriguez,Female,15,10th,111,Math,64.6,75,82.4
626,Nathan Ruiz,Male,17,11th,113,English,88.6,97.6,92.5
627,Jacqueline Casey,Female,17,11th,103,Math,74.3,66,66.7
628,Mary Mason,Female,15,9th,114,History,50.1,34.3,63.9
629,Tyler Evans,Male,15,9th,104,History,37.9,51.2,40.7
630,Christine Martin,Male,17,11th,112,History,33,44.1,45.9
631,Virginia Lewis,Male,17,12th,109,Computer,78.5,76.4,80.7
632,Christina Price,Male,18,12th,102,Science,73,67.9,65.5
633,Grace Chavez,Male,14,9th,119,Art,84.1,84.2,78
634,Sara Fernandez,Female,16,11th,102,Math,54.8,77.1,45.8
635,Bella Colon,Male,16,10th,109,Art,99.3,87.5,100
636,Gary Barker,Female,14,9th,119,English,46.7,55.7,62.7
637,Jean Clark,Male,16,11th,117,History,61.5,74,67.7
638,Gary Reynolds,Female,16,10th,113,Math,67,62.7,69.2
639,Nicole Robertson,Female,15,10th,118,Math,68.8,63,73.8
640,Jeremy Nelson,Male,17,12th,105,Science,54.3,64.9,62
641,Terry Mendoza,Male,15,9th,119,English,58.4,55.7,53.2
642,William Morales,Female,16,11th,105,Math,49.1,33.6,29.4
643,Henry Ferguson,Female,18,12th,112,Computer,53.2,55.8,53.6
644,Catherine Boyd,Female,15,9th,119,History,64.7,67.2,84.9
645,Kelly Mitchell,Male,17,11th,108,Science,35.5,41.3,47.1
646,Melissa Miller,Male,17,12th,110,Art,78.1,71.2,88.6
647,Hannah Green,Female,18,12th,116,Art,63.7,64.6,60.2
648,Andrew James,Female,17,12th,110,Science,52.7,40.7,68.6
649,Aubrey Peterson,Male,14,9th,120,History,85.1,85.8,94.2
650,Bryan Hall,Male,16,11th,110,Science,74.9,78.2,82.8
651,Linda Gordon,Male,15,9th,109,Math,69.1,68.1,82.4
652,Douglas Morales,Male,17,11th,105,Computer,32,40.5,33.9
653,Wyatt Freeman,Male,17,12th,107,English,100,93.6,100
654,Bruce Wheeler,Female,15,10th,105,English,30,47.7,49
655,Cooper Powers,Female,16,11th,115,English,88.2,75,82
656,Linda Walters,Male,17,12th,116,Art,56.3,55.4,52
657,Lisa Lamb,Male,18,12th,117,History,59,70.3,67.2
658,Savannah King,Female,16,11th,106,History,85.9,100,100
659,Ethan Robinson,Female,16,10th,120,Math,91.5,83.2,80
660,Joshua Ortega,Female,16,10th,103,Computer,100,99,97.9
661,Cheryl Bryant,Male,17,12th,120,Math,43,39.5,37.5
662,Stephanie Grant,Female,14,9th,110,Math,67.1,54.4,71.9
663,Joseph Ramos,Male,17,12th,114,English,59.4,58.1,72.6
664,Justin Robinson,Female,15,9th,101,Computer,50.9,56.6,55.3
665,Nathan Jones,Female,17,12th,115,English,57.4,59,53.5
666,Janet Murphy,Female,14,9th,118,Math,74.4,80.8,76.3
667,Jacob Bailey,Female,18,12th,111,English,47.8,57.4,46
668,Andrea Gibson,Female,16,11th,104,History,61.3,75.3,78.3
669,Janet Walker,Male,16,11th,105,Math,46.4,52.6,62.4
670,Dennis Hill,Female,18,12th,106,English,46.3,51.5,66.9
671,Nathan Miller,Male,18,12th,117,Art,51.5,61,53.7
672,Emma Rogers,Male,18,12th,110,English,69.6,58.4,76.9
673,Walter Ramirez,Female,17,11th,117,English,72.9,71.2,93.4
674,Anna Cummings,Male,17,11th,118,English,41.4,40.3,50.3
675,Lisa Cox,Male,14,9th,106,History,58.6,65.1,64.5
676,Gerald Williams,Male,15,10th,110,Art,39.6,42.3,57
677,Jennifer Reynolds,Female,16,10th,109,Math,52.4,67.3,62.5
678,Grace Guzman,Male,15,9th,104,Math,64.2,74.6,81.2
679,Joseph Barker,Female,14,9th,117,English,69.7,60,68.8
680,Heather Payne,Male,15,9th,120,Art,72,64.5,63.9
681,Amy Colon,Female,16,11th,115,Math,53.6,59.9,52.7
682,Avery Edwards,Male,15,10th,105,Computer,77.1,86.6,84.7
683,Karen Hayes,Male,15,10th,107,Science,56,69.1,73.5
684,Avery Parks,Male,15,9th,107,English,40.4,37,31.7
685,Barbara Henderson,Male,16,11th,109,History,58.6,60.5,76.7
686,William Barker,Female,14,9th,116,History,71.7,87,73.3
687,Stephen Bell,Female,14,9th,110,Science,60.3,68.2,63
688,Jeffrey Snyder,Male,18,12th,103,Science,66.5,72.3,73.5
689,Jennifer Snyder,Male,15,9th,105,Science,76.7,74.2,54.8
690,Aubrey Martinez,Male,18,12th,109,Computer,52.2,64.1,71.8
691,Amanda Long,Male,16,10th,115,History,57,64.6,62
692,Angela Pearson,Male,17,12th,114,Science,60,66,54.9
693,Emily Curtis,Male,15,9th,110,Math,56.6,57.1,67.9
694,Gerald Fox,Female,16,10th,118,Math,68.2,63.5,80.6
695,Steven Ford,Male,16,11th,101,Computer,87.2,85.9,100
696,Bruce Porter,Female,17,12th,103,Math,88.3,86.7,71.1
697,Gary Harris,Female,15,9th,120,Math,50.2,47.7,58.3
698,Noah Patterson,Male,17,12th,119,Art,69,71.2,72.4
699,Brenda Brown,Female,16,11th,107,Math,41.2,51.7,36.5
700,Julie Sanchez,Female,16,11th,117,History,67.7,55.3,64.9
701,Melissa Harper,Female,17,12th,105,Math,54.9,47,61.2
702,Cole Vargas,Male,16,10th,120,English,64.2,63.9,67.1
703,Nora Miller,Female,15,10th,113,History,45.2,46,62.9
704,Steven Wells,Male,16,11th,105,Computer,67.9,88.8,78.8
705,George Mcdaniel,Female,16,11th,112,English,83.2,62.5,67
706,Frank Washington,Male,16,10th,120,Computer,68.6,68.8,62.5
707,Mason Colon,Female,16,11th,117,Math,70.6,55.3,68.4
708,Linda Reed,Female,14,9th,109,Science,87.9,91.7,88.9
709,Frank Colon,Male,15,9th,119,Math,58.6,86.2,64.1
710,Mason Thomas,Male,15,9th,104,Science,34.4,25.6,33.8
711,Adam Fleming,Female,17,11th,113,Math,74.6,71.7,74.2
712,Victoria Garcia,Female,17,12th,113,Art,81.8,84.8,96.8
713,Jeffrey Alexander,Female,17,12th,118,English,65,70.5,61.3
714,Nancy Freeman,Male,14,9th,116,Science,68.9,89.9,88.3
715,Wyatt Parks,Female,16,10th,117,English,61.2,64.2,59.3
716,Ian Walters,Female,17,11th,117,Science,93.8,100,100
717,Helen Rivera,Male,16,10th,116,Math,63.4,73.3,76.2
718,Sandra Rodriguez,Female,16,10th,110,Computer,59.6,57.8,61.2
719,Christine May,Male,15,9th,101,Math,65.2,77.3,81.1
720,Bella Jackson,Male,16,11th,106,English,58.2,56.7,68
721,Paul Simmons,Female,17,12th,103,Math,51.4,53,63.4
722,Danielle Collins,Female,14,9th,108,History,59.8,57.2,43.2
723,Barbara Guzman,Female,17,11th,118,Science,44.4,39.2,58.3
724,Jerry May,Male,17,11th,105,Computer,55,44.4,28.1
725,Kathryn Bishop,Female,14,9th,119,Computer,81.3,94.7,100
726,Ethan Anderson,Female,14,9th,115,Science,42.9,47.6,57.4
727,Cooper Simmons,Male,17,11th,110,English,84.3,88.9,89.8
728,Julie Murray,Female,17,12th,106,Computer,84.1,77,82.8
729,Karen Chen,Male,14,9th,116,Science,65.9,66.3,64.7
730,Arthur Hill,Male,18,12th,109,Math,71.2,69.2,100
731,Jaden Alexander,Male,17,12th,106,Math,65.3,48.1,73.7
732,Maria Evans,Female,15,10th,113,History,89.9,81.4,99.9
733,Patricia Owens,Male,17,12th,104,History,83.5,71.9,94.7
734,Christina Hunter,Male,17,12th,115,Math,67.1,63.7,85.6
735,Jean Black,Female,15,10th,110,History,76.2,73.9,66.1
736,Donald Taylor,Female,15,9th,117,English,69.9,67.2,80.8
737,Evelyn Griffin,Female,15,9th,113,Math,68.2,73.3,83.6
738,Ruth Campbell,Male,17,12th,107,Math,50.9,65.7,66.2
739,Stella White,Male,15,10th,120,English,48.1,56.9,68.2
740,Roger Santiago,Female,16,11th,109,English,90.9,99.9,95.6
741,Amanda Ford,Female,16,10th,110,History,35.6,39.6,52.7
742,Jeremy Lee,Female,17,12th,103,Math,52.3,52.3,58.8
743,Ronald Baker,Male,18,12th,113,Science,54.4,48.8,72.3
744,Jesse Ortega,Female,18,12th,110,Art,62.1,80.3,73
745,Avery Ward,Female,16,11th,104,Computer,71,63.3,73.2
746,Scott Simon,Female,18,12th,107,Computer,57.3,58,78.4
747,Paisley Romero,Female,18,12th,106,Science,92.4,95.9,100
748,Grace Richardson,Female,16,10th,105,English,61.9,59.5,75.5
749,Ann Carpenter,Female,17,11th,107,Computer,82.8,89.5,68.2
750,Noah Bell,Female,16,10th,115,Math,48.4,53.4,61.3
751,Jeremy Sanchez,Male,17,11th,105,Math,70.7,81.1,74.5
752,Wyatt Nichols,Male,18,12th,106,English,58.8,73.6,77.3
753,Scott Barnes,Male,15,10th,111,English,70.6,79.4,77.1
754,Carolyn Deleon,Female,17,12th,102,History,76.8,86.9,80.4
755,Helen Hines,Male,15,9th,119,Math,63.2,56.5,48.3
756,Matthew Romero,Female,17,12th,112,Computer,72.7,79.7,88.7
757,Emma Barnes,Male,17,12th,102,Computer,52.8,59.8,48.7
758,Christian Russell,Female,16,10th,105,Math,66.7,73.8,77.2
759,Helen Fisher,Female,17,11th,106,Science,68.3,56.1,51.5
760,Noah Myers,Female,17,12th,107,Science,80,70.6,74.6
761,Logan Bennett,Male,15,9th,116,Math,72.7,68.7,97.3
762,Nora Austin,Female,15,10th,110,Science,73.5,75.9,67.4
763,Olivia Rios,Female,14,9th,111,Math,73.6,63,79.7
764,Catherine Greer,Female,17,11th,118,Computer,50.7,57.9,54.5
765,William Green,Female,15,10th,119,English,71.7,70.4,70.5
766,Sean Tucker,Female,14,9th,118,History,35.1,31.2,40.8
767,Raymond Harrison,Male,16,10th,103,Computer,63.4,66.9,76.1
768,Stephanie Wheeler,Female,15,9th,116,Computer,64.2,81.3,67.4
769,Terry Page,Male,14,9th,102,Math,69.5,56,60.2
770,Jacob Jenkins,Female,17,11th,107,English,59.7,60.2,61.7
771,Diane White,Female,16,10th,115,Art,90.7,97.2,100
772,Brenda Fernandez,Male,15,9th,111,Computer,47.3,44,44.9
773,Dennis Delgado,Male,17,12th,107,Computer,42.1,51.5,54.7
774,Emma Gordon,Female,16,10th,108,Science,60.1,64.6,61.4
775,Lily Sharp,Female,14,9th,111,History,32.9,32.6,50.7
776,Brandon Payne,Male,16,11th,106,English,71.8,80.4,74.5
777,Billy James,Male,17,12th,111,English,39,54.3,57.5
778,John Poole,Male,17,12th,112,History,66.3,70.2,64.7
779,Abigail Mitchell,Female,14,9th,116,History,61.4,62,59.8
780,Jason Jenkins,Female,16,10th,112,History,53.2,59.5,50.7
781,Matthew Price,Female,15,9th,113,English,96.5,100,99.5
782,Jonathan Robertson,Male,18,12th,110,English,59.7,69,73.1
783,Kelly Snyder,Male,16,10th,108,Science,54.9,47.4,64.3
784,Jean Roberts,Male,14,9th,108,History,65.3,58.5,66.8
785,Billy Hall,Male,16,10th,119,Science,65,66.3,82.6
786,Jonathan Barnes,Female,17,11th,111,Computer,83.4,83.1,87.7
787,Jacqueline Shaw,Female,14,9th,116,History,63.9,59.2,51.5
788,Jaden Martinez,Female,15,9th,106,Science,70.5,71.8,76.3
789,Jean Greer,Male,14,9th,110,English,42.2,52.5,35.1
790,Megan Guzman,Male,17,11th,103,Science,72.5,75.9,77.9
791,Robert Powers,Male,14,9th,107,Computer,72.4,79.8,77
792,Anthony Hamilton,Male,14,9th,108,Science,84.3,86.6,84.7
793,Katherine Barker,Female,17,11th,102,Computer,70.9,64,60.1
794,Amy Allen,Male,17,12th,102,Math,59.3,57.1,56.8
795,Kelly Evans,Male,18,12th,118,Math,57.6,51.7,57.8
796,Helen Ramos,Male,15,10th,120,History,59.1,69.5,79.5
797,Debra Edwards,Female,15,9th,109,English,91.3,88.9,100
798,Mila Baker,Male,16,11th,110,Computer,68.2,58.6,75.3
799,Hailey Fowler,Male,17,11th,104,Computer,79.8,89.9,97.9
800,Julie Wright,Male,17,12th,110,Math,44.8,51.6,55.5
801,Gerald Banks,Male,14,9th,111,Science,79.5,73.6,67.7
802,Janice Fowler,Female,18,12th,109,English,57.7,62.6,56.7
803,Kathryn Cook,Male,14,9th,113,Science,73.8,88.6,74.2
804,Maria Hines,Female,17,11th,119,Computer,84.2,86.6,95.4
805,Joan Parker,Female,17,12th,102,Computer,72.2,70.3,81
806,Jordan Beck,Female,15,9th,102,Science,56.1,45.8,59.8
807,Jack Collins,Male,16,11th,114,Computer,37.2,41,48.7
808,Tyler Cruz,Female,18,12th,105,History,86.6,72.1,82
809,Andrea Gutierrez,Male,16,10th,111,Science,63.2,49.1,77.9
810,Nicole Hall,Female,17,12th,107,History,42.3,35,47.8
811,Debra James,Female,14,9th,115,English,47.6,52.3,49
